;0;1;2;3;4;5;6;7;8;9;10;
s_categories_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_categories_avoid_customergroups;0;0;0;0;0;0;0;0;0;0;0;
s_cms_content;0;0;0;0;0;0;0;0;0;0;0;
s_cms_groups;0;0;0;0;0;0;0;0;0;0;0;
s_cms_static;0;0;0;0;0;0;0;0;0;0;0;
s_cms_static_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_cms_static_groups;0;0;0;0;0;0;0;0;0;0;0;
s_cms_support;0;0;0;0;0;0;0;0;0;0;0;
s_cms_support_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_cms_support_fields;0;0;0;0;0;0;0;0;0;0;0;
s_core_acl_privileges;0;0;0;0;0;0;0;0;0;0;0;
s_core_acl_resources;0;0;0;0;0;0;0;0;0;0;0;
s_core_acl_roles;0;0;0;0;0;0;0;0;0;0;0;
s_core_auth;0;0;0;0;0;0;0;0;0;0;0;
s_core_auth_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_core_auth_roles;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_element_translations;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_elements;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_form_translations;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_forms;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_mails;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_mails_attachments;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_mails_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_core_config_values;0;0;0;0;0;0;0;0;0;0;0;
s_core_countries;0;0;0;0;0;0;0;0;0;0;0;
s_core_countries_areas;0;0;0;0;0;0;0;0;0;0;0;
s_core_countries_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_core_countries_states;0;0;0;0;0;0;0;0;0;0;0;
s_core_countries_states_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_core_currencies;0;0;0;0;0;0;0;0;0;0;0;
s_core_customergroups;0;0;0;0;0;0;0;0;0;0;0;
s_core_customergroups_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_core_customergroups_discounts;0;0;0;0;0;0;0;0;0;0;0;
s_core_customerpricegroups;0;0;0;0;0;0;0;0;0;0;0;
s_core_detail_states;0;0;0;0;0;0;0;0;0;0;0;
s_core_documents;0;0;0;0;0;0;0;0;0;0;0;
s_core_documents_box;0;0;0;0;0;0;0;0;0;0;0;
s_core_engine_elements;0;0;0;0;0;0;0;0;0;0;0;
s_core_engine_groups;0;0;0;0;0;0;0;0;0;0;0;
s_core_engine_queries;0;0;0;0;0;0;0;0;0;0;0;
s_core_factory;0;0;0;0;0;0;0;0;0;0;0;
s_core_licences;0;0;0;0;0;0;0;0;0;0;0;
s_core_licenses;0;0;0;0;0;0;0;0;0;0;0;
s_core_locales;0;0;0;0;0;0;0;0;0;0;0;
s_core_log;0;0;0;0;0;0;0;0;0;0;0;
s_core_menu;0;0;0;0;0;0;0;0;0;0;0;
s_core_multilanguage;0;0;0;0;0;0;0;0;0;0;0;
s_core_optin;0;0;0;0;0;0;0;0;0;0;0;
s_core_paymentmeans;0;0;0;0;0;0;0;0;0;0;0;
s_core_paymentmeans_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_core_paymentmeans_countries;0;0;0;0;0;0;0;0;0;0;0;
s_core_paymentmeans_subshops;0;0;0;0;0;0;0;0;0;0;0;
s_core_plugin_configs;0;0;0;0;0;0;0;0;0;0;0;
s_core_plugin_elements;0;0;0;0;0;0;0;0;0;0;0;
s_core_plugins;0;0;0;0;0;0;0;0;0;0;0;
s_core_pricegroups;0;0;0;0;0;0;0;0;0;0;0;
s_core_pricegroups_discounts;0;0;0;0;0;0;0;0;0;0;0;
s_core_rewrite;0;0;0;0;0;0;0;0;0;0;0;
s_core_rewrite_urls;0;0;0;0;0;0;0;0;0;0;0;
s_core_rulesets;0;0;0;0;0;0;0;0;0;0;0;
s_core_sessions;0;0;0;0;0;0;0;0;0;0;0;
s_core_shop_currencies;0;0;0;0;0;0;0;0;0;0;0;
s_core_shop_pages;0;0;0;0;0;0;0;0;0;0;0;
s_core_shops;0;0;0;0;0;0;0;0;0;0;0;
s_core_shops_new;0;0;0;0;0;0;0;0;0;0;0;
s_core_snippets;0;0;0;0;0;0;0;0;0;0;0;
s_core_states;0;0;0;0;0;0;0;0;0;0;0;
s_core_subscribes;0;0;0;0;0;0;0;0;0;0;0;
s_core_tax;0;0;0;0;0;0;0;0;0;0;0;
s_core_tax_rules;0;0;0;0;0;0;0;0;0;0;0;
s_core_templates;0;0;0;0;0;0;0;0;0;0;0;
s_core_translations;0;0;0;0;0;0;0;0;0;0;0;
s_core_units;0;0;0;0;0;0;0;0;0;0;0;
s_core_widget_views;0;0;0;0;0;0;0;0;0;0;0;
s_core_widgets;0;0;0;0;0;0;0;0;0;0;0;
s_crontab;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_banners;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_banners_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_banners_statistics;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_lastarticles;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_partner;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_articles;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_banner;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_containers;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_html;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_links;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_main;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotion_positions;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_promotions;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_referer;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_tellafriend;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_voucher_codes;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_vouchers;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_vouchers_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_emarketing_vouchers_cashed;0;0;0;0;0;0;0;0;0;0;0;
s_emotion;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_attributes_new;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_categories;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_element;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_element_value;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_grid;0;0;0;0;0;0;0;0;0;0;0;
s_emotion_new;0;0;0;0;0;0;0;0;0;0;0;
s_export;0;0;0;0;0;0;0;0;0;0;0;
s_export_articles;0;0;0;0;0;0;0;0;0;0;0;
s_export_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_export_categories;0;0;0;0;0;0;0;0;0;0;0;
s_export_suppliers;0;0;0;0;0;0;0;0;0;0;0;
s_filter;0;0;0;0;0;0;0;0;0;0;0;
s_filter_articles;0;0;0;0;0;0;0;0;0;0;0;
s_filter_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_filter_options;0;0;0;0;0;0;0;0;0;0;0;
s_filter_relations;0;0;0;0;0;0;0;0;0;0;0;
s_filter_values;0;0;0;0;0;0;0;0;0;0;0;
s_library_component;0;0;0;0;0;0;0;0;0;0;0;
s_library_component_field;0;0;0;0;0;0;0;0;0;0;0;
s_media;0;0;0;0;0;0;0;0;0;0;0;
s_media_album;0;0;0;0;0;0;0;0;0;0;0;
s_media_album_settings;0;0;0;0;0;0;0;0;0;0;0;
s_media_association;0;0;0;0;0;0;0;0;0;0;0;
s_media_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_order;0;0;0;0;0;0;0;0;0;0;0;
s_order_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_order_basket;0;0;0;0;0;0;0;0;0;0;0;
s_order_basket_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_order_billingaddress;0;0;0;0;0;0;0;0;0;0;0;
s_order_billingaddress_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_order_comparisons;0;0;0;0;0;0;0;0;0;0;0;
s_order_details;0;0;0;0;0;0;0;0;0;0;0;
s_order_details_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_order_documents;0;0;0;0;0;0;0;0;0;0;0;
s_order_documents_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_order_esd;0;0;0;0;0;0;0;0;0;0;0;
s_order_history;0;0;0;0;0;0;0;0;0;0;0;
s_order_notes;0;0;0;0;0;0;0;0;0;0;0;
s_order_number;0;0;0;0;0;0;0;0;0;0;0;
s_order_shippingaddress;0;0;0;0;0;0;0;0;0;0;0;
s_order_shippingaddress_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_plugin_benchmark_log;0;0;0;0;0;0;0;0;0;0;0;
s_plugin_recommendations;0;0;0;0;0;0;0;0;0;0;0;
s_plugin_widgets_notes;0;0;0;0;0;0;0;0;0;0;0;
s_premium_dispatch;0;0;0;0;0;0;0;0;0;0;0;
s_premium_dispatch_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_premium_dispatch_categories;0;0;0;0;0;0;0;0;0;0;0;
s_premium_dispatch_countries;0;0;0;0;0;0;0;0;0;0;0;
s_premium_dispatch_holidays;0;0;0;0;0;0;0;0;0;0;0;
s_premium_dispatch_paymentmeans;0;0;0;0;0;0;0;0;0;0;0;
s_premium_holidays;0;0;0;0;0;0;0;0;0;0;0;
s_premium_shippingcosts;0;0;0;0;0;0;0;0;0;0;0;
s_search_fields;0;0;0;0;0;0;0;0;0;0;0;
s_search_index;0;0;0;0;0;0;0;0;0;0;0;
s_search_keywords;0;0;0;0;0;0;0;0;0;0;0;
s_search_tables;0;0;0;0;0;0;0;0;0;0;0;
s_statistics_currentusers;0;0;0;0;0;0;0;0;0;0;0;
s_statistics_pool;0;0;0;0;0;0;0;0;0;0;0;
s_statistics_referer;0;0;0;0;0;0;0;0;0;0;0;
s_statistics_search;0;0;0;0;0;0;0;0;0;0;0;
s_statistics_search_new;0;0;0;0;0;0;0;0;0;0;0;
s_statistics_visitors;0;0;0;0;0;0;0;0;0;0;0;
s_user;0;0;0;0;0;0;0;0;0;0;0;
s_user_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_user_billingaddress;0;0;0;0;0;0;0;0;0;0;0;
s_user_billingaddress_attributes;0;0;0;0;0;0;0;0;0;0;0;
s_user_debit;0;0;0;0;0;0;0;0;0;0;0;
s_user_shippingaddress;0;0;0;0;0;0;0;0;0;0;0;
s_user_shippingaddress_attributes;0;0;0;0;0;0;0;0;0;0;0;
